Label,Min,Average,90% Line,Max,# Samples,failure,TEST
TC06_PCG_External_QuoteNewCustomer_PEL_12A_Coverages_Clicknext_S,2.276,2.508,2.758,2.758,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_12A_Coverages_Clicknext_S
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_XL,2.877,3.26,3.615,3.615,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_XL
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_XXL,5.346,5.667,5.926,6.057,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_M,4.912,7.385,6.105,15.637,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_M
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_L,1.338,1.66,1.733,1.85,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_L
TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_S,4.756,5.669,6.273,6.273,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_13b_Details_ClickNext_S
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XL,1.42,1.581,1.695,1.695,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XL
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_XXL,3.006,4.529,5.151,9.124,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_M,2.683,3.154,3.386,4.528,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_M
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_L,1.606,2.387,2.37,3.711,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_L
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XL,1.73,1.915,2.133,2.133,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XL
TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_S,2.964,3.436,3.991,3.991,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_13c_Details_ClickNext_QuotepagLoad_S
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XXL,1.427,2.349,1.74,6.494,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_M,1.473,1.629,1.737,1.779,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_M
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_L,0.627,0.828,0.762,1.348,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_L
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XL,0.682,0.907,1.419,1.419,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XL
TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_S,1.634,2.411,3.396,3.396,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_14_Quotepage_Clicknext_S
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XXL,1.865,2.761,3.293,3.975,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_M,1.641,2.376,2.869,4.05,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_M
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_L,7.59,8.077,7.868,9.576,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_L
TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_S,1.917,2.715,3.455,3.455,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_16_Prepackage_CreateQuotepackage_S
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XL,7.003,7.309,7.597,7.597,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XL
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XXL,0.678,0.863,0.968,0.989,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_M,0.68,0.941,0.934,1.498,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_M
TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_S,0.946,2.467,4.151,4.151,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_17_Prepackage_Clickclose_S
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_M,6.637,7.921,8.473,9.382,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_M
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XXL,7.165,7.482,7.65,7.82,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_S,6.929,8.096,9.535,9.535,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_18_Packagepage_SendToUnderwriter_S
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_S,0.524,1.785,2.349,4.384,6,0,TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_S
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XXL,0.861,2.153,4.746,5.391,10,0,TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XXL
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_S,0.208,0.412,0.516,0.954,6,0,TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_S
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XXL,0.199,0.273,0.387,0.404,10,0,TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XXL
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XL,0.589,1.778,1.176,5.304,5,0,TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_XL
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_S,3.51,3.985,4.291,4.376,6,0,TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_S
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XXL,3.185,4.231,4.928,8.697,10,0,TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XXL
TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_L,0.646,2.2,4.948,4.948,3,0,TC07_PCG_External_NewCustomer_Collections_02_SearchCustomerID_L
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XL,0.211,0.24,0.264,0.278,5,0,TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_XL
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_S,0.226,0.341,0.483,0.498,6,0,TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_S
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XXL,0.235,0.572,1.409,2.009,10,0,TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XXL
TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_L,0.214,0.329,0.417,0.417,3,0,TC07_PCG_External_NewCustomer_Collections_03_CreateQuotefor_NewCustomer_L
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XL,3.537,3.864,4.057,4.228,5,0,TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_XL
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_S,12.48,13.624,14.174,14.591,6,0,TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_S
TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_L,3.661,4.175,4.559,4.559,3,0,TC07_PCG_External_NewCustomer_Collections_04_SelectProductandClickSave&Continue_L
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XL,0.241,0.26,0.285,0.286,5,0,TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_XL
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_S,1.205,1.454,1.56,1.647,6,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_S
TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_L,0.24,0.266,0.314,0.314,3,0,TC07_PCG_External_NewCustomer_Collections_08_InsuredPage_SelectLocationInfoAddress_L
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_XL,12.918,14.298,14.733,15.278,5,0,TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_XL
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XXL,1.256,1.648,2.119,3.009,9,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XXL
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_S,1.12,1.233,1.33,1.416,6,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_S
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XL,1.273,1.41,1.413,1.637,5,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_XL
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XXL,1.112,1.527,2.253,2.622,9,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XXL
TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_L,13.733,14.882,16.32,16.32,3,0,TC07_PCG_External_NewCustomer_Collections_09_insuredPage_Clicksave_L
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_S,2.797,3.21,3.379,4.056,6,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_S
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XL,1.242,1.461,1.409,2.077,5,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_XL
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_L,1.31,1.477,1.632,1.632,3,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_L
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_S,1.648,1.825,1.831,2.42,6,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_S
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XXL,2.71,2.989,3.267,3.638,9,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XXL
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_L,1.238,1.648,2.424,2.424,3,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_L
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XL,2.977,3.813,4.214,5.325,5,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_XL
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XXL,1.623,2.245,2.974,3.367,8,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XXL
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_S,1.662,2.159,2.698,2.737,6,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_S
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_L,2.689,2.882,3.001,3.001,3,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_L
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XL,1.573,2.09,2.124,3.119,5,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_XL
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_S,1.708,1.781,1.789,1.963,6,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_S
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XXL,1.78,2.627,3.189,3.586,8,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XXL
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_L,1.646,1.735,1.903,1.903,3,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_L
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL,1.787,2.444,2.703,3.693,5,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S,1.774,1.813,1.852,1.862,6,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XXL,1.651,2.544,3.937,5.454,8,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XXL
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_L,1.801,1.958,2.183,2.183,3,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_L
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XL,1.582,1.744,1.767,2.073,5,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_XL
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_S,1.623,1.841,1.779,2.451,6,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_S
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XXL,1.771,2.339,2.953,3.398,8,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XXL
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_L,1.598,2.089,2.733,2.733,3,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_L
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL,1.663,2.024,2.001,2.731,5,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S,1.706,2.775,2.678,6.786,6,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XXL,1.542,1.995,2.645,3.193,8,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XXL
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L,1.704,1.871,2.077,2.077,3,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XL,1.681,1.956,2.202,2.325,5,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_XL
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_S,1.702,2.246,2.422,3.561,6,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_S
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XXL,1.6,2.186,3.067,3.904,8,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XXL
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_L,1.599,1.688,1.814,1.814,3,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_L
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL,1.636,1.8,1.818,2.098,5,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_S,1.664,2.081,2.006,3.34,6,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_S
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XXL,1.639,2.08,2.134,4.05,8,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XXL
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL,1.67,2.802,1.793,7.042,5,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L,1.97,2.453,2.95,2.95,3,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_S,1.671,1.872,2.002,2.01,6,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_S
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XXL,1.652,1.998,2.345,2.683,8,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XXL
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XL,1.573,1.805,1.838,2.18,5,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_XL
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_L,1.697,2.35,3.594,3.594,3,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_L
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_S,3.197,3.516,3.636,3.675,6,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_S
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XXL,1.629,2.062,2.536,2.685,8,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XXL
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XL,1.749,2.411,2.645,3.032,5,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_XL
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_L,1.839,2.665,4.066,4.066,3,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_L
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_S,4.801,5.128,5.178,5.503,6,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_S
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XXL,3.192,3.871,4.627,6.193,8,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XXL
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XL,3.124,4.84,4.37,9.337,5,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_XL
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_L,1.584,2.379,3.433,3.433,3,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_L
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_S,3.215,3.729,4.135,4.398,6,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_S
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XXL,4.933,5.52,5.911,6.855,8,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XXL
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_L,3.224,3.399,3.677,3.677,3,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_L
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XL,5.375,6.753,6.369,10.677,5,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_XL
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_S,1.583,1.631,1.638,1.737,6,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_S
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XXL,3.379,4.057,4.008,5.721,7,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XXL
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_L,5.139,5.623,6.074,6.074,3,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_L
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XL,3.599,4.575,4.964,5.543,5,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_XL
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_S,3.133,4.191,4.75,5.034,5,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_S
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XXL,1.343,1.869,1.888,2.918,7,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XXL
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_S,0.688,1.449,3.519,3.519,4,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_S
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XL,1.645,2.02,2.235,2.299,5,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_XL
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_L,3.521,4.123,4.835,4.835,3,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_L
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XXL,3.058,3.62,4.076,4.159,7,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XXL
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XL,3.569,3.914,4.034,4.606,5,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_XL
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_L,1.519,1.791,2.116,2.116,3,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_L
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XXL,0.782,0.961,0.937,1.618,7,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XXL
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_S,7.369,8.131,9.593,9.593,4,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_S
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XL,0.716,1.539,1.771,2.874,5,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_XL
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_L,3.562,3.679,3.907,3.907,3,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_L
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XXL,6.891,7.587,7.808,8.24,7,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XXL
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_L,0.683,1.164,1.823,1.823,3,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_L
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XL,7.16,8.026,8.366,8.874,5,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_XL
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_L,6.966,7.571,8.275,8.275,3,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_L
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_XL,0.537,1.691,1.079,4.967,5,0,TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_XL
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_XL,0.206,0.294,0.263,0.534,5,0,TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_XL
TC01_ExternalLogout,0.244,0.369,0.406,2.268,1265,0,TC01_ExternalLogout
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_XL,3.302,6.698,3.734,19.408,5,0,TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_XL
