Label,Min,Average,90% Line,Max,# Samples,failure,test
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_S,0.452,0.56,0.606,0.858,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_S
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_M,1.649,1.822,2.088,2.088,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_M
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_L,0.464,0.553,0.594,0.63,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_L
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_S,1.189,1.722,1.923,2.262,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_S
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_XL,0.437,0.535,0.79,0.79,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_L,1.135,1.431,1.654,1.742,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_L
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_M,6.584,6.965,7.469,7.469,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_M
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_XL,1.084,1.521,2.076,2.076,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_S,6.082,7.066,7.156,8.707,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_S
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_L,5.895,6.389,6.601,6.613,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_L
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_M,11.828,12.423,12.824,12.824,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_M
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_XL,6.202,6.763,7.823,7.823,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_S,11.922,13.458,14.63,16.048,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_S
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_L,7.591,8.72,8.626,10.761,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_L
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_M,1.032,1.057,1.099,1.099,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_M
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_S,1.106,1.275,1.173,1.952,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_S
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_XL,12.365,13.226,15.307,15.307,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_L,0.986,1.124,1.209,1.305,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_L
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_M,1.063,1.104,1.158,1.158,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_M
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_S,1.023,1.144,1.237,1.287,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_S
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_XL,1.057,1.175,1.295,1.295,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_L,1.061,1.172,1.249,1.252,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_L
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_M,3.18,3.433,3.859,3.859,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_M
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_XL,0.985,1.332,2.056,2.056,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_S,2.935,3.154,3.31,3.311,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_S
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_L,2.94,3.276,3.381,3.61,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_L
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_M,1.423,1.67,2.107,2.107,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_M
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_S,1.303,1.506,1.617,1.661,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_S
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_XL,2.887,3.157,3.382,3.382,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_L,1.413,1.531,1.553,1.615,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_M,1.524,1.744,2.042,2.042,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_S,1.412,1.702,1.604,2.758,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_S
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_XL,1.41,1.801,2.231,2.231,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_L,1.382,1.521,1.589,1.739,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_M,1.417,1.533,1.602,1.602,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL,1.39,1.492,1.62,1.62,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_S,1.456,1.951,2.582,2.881,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_L,1.439,1.508,1.541,1.581,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M,1.392,1.815,2.537,2.537,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_XL,1.365,1.511,1.622,1.622,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S,1.625,1.748,1.901,1.922,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L,1.483,1.74,1.706,2.419,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_M,1.353,1.451,1.608,1.608,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL,1.389,1.579,1.7,1.7,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_S,1.434,1.709,1.777,2.287,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_L,1.435,1.654,1.674,1.964,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M,1.445,1.556,1.619,1.619,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_XL,1.413,1.54,1.657,1.657,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S,1.435,1.557,1.611,1.633,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L,1.396,1.71,1.826,1.98,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_M,1.412,1.711,2.041,2.041,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL,1.359,1.616,1.827,1.827,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_S,1.393,1.707,1.965,2.069,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_L,1.545,1.814,1.829,2.502,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_M,1.333,2.017,2.577,2.577,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL,1.335,1.58,1.815,1.815,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_S,1.46,1.596,1.694,1.783,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_L,1.379,1.639,1.759,2.045,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_M,1.519,1.871,2.21,2.21,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_XL,1.428,1.757,2.436,2.436,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_S,1.582,2.55,3.906,4.109,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_L,1.399,1.744,1.843,2.293,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_M,3.82,4.872,6.455,6.455,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_XL,1.459,2.371,3.901,3.901,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13h_CoveragePage_PercentageofCoverage_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_S,3.842,5.092,5.573,7.869,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_L,4.07,6.087,7.34,10.677,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_L
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_M,5.239,6.095,7.478,7.478,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_XL,4.015,6.283,11.529,11.529,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13i_CoveragePage_ClickNext_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_S,4.716,6.534,5.494,12.749,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_S
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_L,4.857,7.059,6.162,13.205,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_L
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_M,3.44,4.583,6.531,6.531,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_M
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_XL,4.968,6.018,7.478,7.478,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_S,3.397,3.886,4.105,4.519,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_S
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_L,3.493,3.934,3.83,5.139,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_L
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_M,3.329,4.092,5.289,5.289,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_M
TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_XL,3.579,3.875,4.174,4.174,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_14b_DetailsPage_ClickNext_QuotepageLoad_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_S,2.91,3.613,3.641,5.263,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_S
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_L,3.324,3.534,3.573,3.76,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_L
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_M,3.208,5.266,7.826,7.826,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_M
TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_XL,3.282,3.608,3.938,3.938,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_15_QuotePage_Next_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_S,3.166,4.403,5.245,6.238,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_S
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_L,3.48,4.678,5.755,6.426,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_L
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_M,0.643,0.725,0.784,0.784,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_M
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_S,0.748,1.027,0.887,2.135,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_S
TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_XL,2.969,4.724,6.753,6.753,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_17_PrepackagePage_CreatePackage_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_L,0.626,1.011,1.23,1.724,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_L
TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_XL,0.734,1.377,2.008,2.008,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_18_PrepackagePage_Click_Close_XL
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_L,0.553,1.764,4.814,5.07,15,0,TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_L
TC01_ExternalLogin_01F_CredSignIn_Dasboard__XXL,0.001,1.32,3.756,4.79,39,0,TC01_ExternalLogin_01F_CredSignIn_Dasboard__XXL
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_M,0.547,1.678,2.123,4.869,6,0,TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_M
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_L,0.199,0.361,0.448,1.237,15,0,TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_L
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_S,0.635,1.082,1.104,2.064,5,0,TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_S
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_M,0.222,0.91,0.63,3.792,6,0,TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_M
TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_XXL,0.586,2.513,5.157,5.734,8,0,TC05_PCG_External_QuoteNewCustomer_HO_02_SearchCustomer_XXL
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_S,0.206,0.305,0.357,0.481,5,0,TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_S
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_L,3.244,4.619,6.158,7.517,15,0,TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_L
TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_XXL,0.198,0.22,0.256,0.277,8,0,TC05_PCG_External_QuoteNewCustomer_HO_03_Click_CreateQuotefornewCustomer_XXL
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_M,3.719,5.51,6.572,7.359,6,0,TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_M
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_S,3.464,4.676,5.506,5.657,5,0,TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_S
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_L,1.648,2.054,2.419,2.731,15,0,TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_L
TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_XXL,3.343,4.704,5.947,6.269,7,0,TC05_PCG_External_QuoteNewCustomer_HO_04_SelectProductandClickSave&Continue_XXL
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_M,1.752,2.251,2.728,2.805,6,0,TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_M
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_S,1.765,2.34,2.321,3.275,5,0,TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_S
TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_XXL,1.79,2.064,2.248,2.502,7,0,TC05_PCG_External_QuoteNewCustomer_HO_07_insuredPage_SelectLocationInfoAddress_XXL
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_L,14.463,17.115,17.615,25.59,15,0,TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_L
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_M,16.194,18.124,18.679,23.837,6,0,TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_M
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_S,15.867,19.729,28.769,28.769,4,0,TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_S
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_L,1.372,1.642,1.723,3.05,13,0,TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_L
TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_XXL,16.356,18.862,20.227,27.096,7,0,TC05_PCG_External_QuoteNewCustomer_HO_08_insuredPage_Clicksave_XXL
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_M,1.469,1.635,1.647,2.073,6,0,TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_M
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_S,1.475,1.822,2.538,2.538,4,0,TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_S
TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_L,1.376,1.657,2.109,2.513,13,0,TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_L
TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_XXL,1.468,1.585,1.62,1.853,7,0,TC05_PCG_External_QuoteNewCustomer_HO_10_RatingPage_Selectyearbuilt_XXL
TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_M,1.364,1.512,1.51,1.999,6,0,TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_M
TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_S,1.351,2.24,4.165,4.165,4,0,TC05_PCG_External_QuoteNewCustomer_HO_10A_RatingPage_Noofstories_S
